LBHB,FWHM_BHB,EW_BHB,LBHA,FWHM_BHA,EW_BHA,LOIII5007,EW_OIII5007,FWHM_OIII5007,LNHA,FWHM_NHA,EW_NHA,LNII6583,EW_NII6583,LSII6716,EW_SII6716,LSII6731,EW_SII6731,LOI6300,EW_OI6300,LNHB,EW_NHB,LFEII4570,L5100,RFeII
41.2589922294686,663.3343967411776,41.412568578864295,41.73998972583573,663.3343967411776,208.75633838206718,40.93908669056078,20.827954956130824,229.3568333117335,41.14794324868695,251.54390960686612,53.40638639004954,40.67216331507018,17.94829751797825,40.382805570920624,9.53796042715352,40.234586981615344,6.806704970345107,39.67801351183656,1.6894426580372939,40.4134924435944,5.910611061271722,41.33674885148855,43.379489271848534,1.0706477796278115
40.80260909827136,680.6856592836752,16.383981029730574,41.466243681459645,680.6856592836752,125.76622515112257,40.63613104734464,11.740899920252922,296.68837030829565,41.36517017967374,163.74603798965381,99.69204941185087,40.83172015354986,29.337324054214392,40.4644123246295,13.028747561753578,40.27340787518096,8.4255492222645,39.894527700108256,3.1472268207277767,40.70698138445034,13.151089174586149,40.877868880731924,43.32658922490259,1.0649268599942294
41.13092094713024,732.3302689146159,38.402182545449904,41.73403487728452,732.3302689146159,244.912538175782,40.597150688993175,11.75034373506448,373.3690008276725,41.00915367951672,190.82298390173943,46.162263058614386,40.69471966628858,22.4934063296734,40.50367427337675,14.952365889983517,40.27433435546215,8.846851466510634,39.93911757070028,3.686604073633364,40.648897017431054,12.661458366894633,41.224096421113785,43.309386177162715,1.122371883176382
40.73075077462509,728.5892594598662,13.477522557819807,41.45481896818766,1233.0507187227724,86.20457558007774,40.797099114380394,15.90578992487671,528.728567593717,41.045561091280774,252.3974393870532,33.601089300774326,40.72245761628381,16.006781768210757,40.30648301305851,6.245588762057119,40.234632005544796,5.302415559143516,40.07120413494413,3.4513386164643065,40.3365573441008,5.439305571606189,40.80248107586722,43.34454724824912,1.1515877367288705
40.656428926885,732.2652919825148,14.912154224896948,41.0488285355128,732.2652919825148,61.29852175980346,40.16764096143922,5.0796340036840535,438.6673964154042,41.105675761408094,251.5820557880133,69.78904048261074,40.69343847088178,27.149381290411178,40.30871855954958,11.58777425396366,40.21383201907514,9.346381101107037,39.347024159667924,1.1355744820247764,40.35641742490362,7.464812172616385,40.844184296900146,43.2081186149868,1.378178176790286
40.30097779499929,684.3820271354772,9.854647344516954,40.966778074716295,684.3820271354772,69.34447509118141,40.634582869650785,22.108056422323813,267.94016317825964,41.11880377716382,279.1674558103806,98.40962287882523,40.91929363308624,62.45275612163271,40.38760245074315,18.90035157799721,40.18996578884849,12.030562287841823,39.92783482331746,5.978577535850956,40.43161832015006,13.313174133118784,40.59277933787471,43.041246620734654,1.7976154053746904
41.31139708167729,628.2128706585511,14.704203690166842,41.84447050304336,628.2128706585511,83.5651000980032,40.871847422612994,5.618907099192669,197.62651939672082,41.50134349014645,168.16625365407845,37.92258424881606,41.05725617296819,13.714835652072985,40.6426029478432,5.461694233417837,40.48109635504474,3.778772884052168,39.99376119942154,1.0995769650515257,40.84072190186539,4.974693524237716,41.66376266388258,43.901300725237284,2.0117572764880247
41.57931727330598,923.476642373622,54.10698009543825,42.14038842499662,923.476642373622,299.1442906660198,41.40540311226151,37.702693491427134,390.8701576644802,41.507475075845825,321.7071824860085,69.72700003233349,41.25193334222061,38.88113715583889,40.9272932848548,18.954345180419487,40.80258943429253,14.271107856955867,40.70005782824268,10.248353022182902,40.7038442867066,7.2140776777303515,41.62141165913712,43.63033434314091,1.010956263374262
41.3395788741261,946.7332352139481,28.74574770902905,41.95054653951582,946.7332352139481,155.31741777032178,40.96862637983799,12.524009628581373,256.62882786345875,41.37462968782261,235.40162754436267,41.238542721284965,40.82714025317103,11.730175141341574,40.23596265233933,3.073085257964544,40.21840298331167,2.957935514256773,39.91836331350748,1.3819522143174574,40.689404567778354,6.4327889525468525,41.380349461316904,43.67166324663667,1.0463066168837016
40.32961290856609,927.3013429943687,12.671672893870964,40.99493560420344,927.3013429943687,56.245013453002436,40.204600355799776,9.377494104624242,527.7253671371441,40.6297635246552,260.2260271000745,24.262146134724674,40.286576974787934,11.014657416709364,39.770422151980185,3.3691928990423903,39.7004695089266,2.8693914545760286,39.17754302446232,0.8517659655619947,40.04515667855228,6.581559355418374,40.330102241468076,42.99231429828103,1.0393525835704949
40.81817724880556,854.2996124794067,41.61339462185822,41.346739457466775,854.2996124794067,234.0786769154121,40.2946161608511,13.105335246887062,252.14428674461936,40.55143243750211,236.11297326925217,37.50203493571454,40.30811540238586,21.415972422810768,39.777074908856356,6.582041361215008,39.777074908856356,6.55815936134539,39.17709347865127,1.4776778256275291,39.89285039559278,4.942040404088657,40.87713183356535,42.87133369134548,1.0283331037010506
40.62867447532317,895.2503804128042,28.555025445042467,41.23239066090171,895.2503804128042,158.8929361928899,40.32920026323532,14.736622131074785,404.07959682990935,39.96127103291368,157.7364519954827,8.508751707844388,39.79444423796785,5.817118322083789,39.43297899005992,2.5922354447939258,39.559392454082996,3.476746375136562,38.928538086619895,0.752099503718075,39.632531610335114,2.880332525151218,40.666241926615726,42.90669553414917,1.0250460907094412
41.60932410827309,837.9048162872493,43.51501213719782,42.04071520847622,837.9048162872493,195.6771955452896,41.22062657685429,18.657419572437266,1057.6945148372374,41.33206096025332,319.116977773426,38.28740808207518,40.93900919810606,15.573427489283324,40.48175256515177,5.622346050874773,40.38337727879125,4.498547248430428,39.83657289311211,1.1388273777675832,40.38621924802736,2.604379383357276,41.662084374958674,43.73320717279745,1.0123490166778004
41.13658443124096,876.7669604678119,26.173366230692164,41.663172681167616,876.7669604678119,146.54055708659646,40.713561608615215,10.381419962849208,344.16032268218544,41.190584458593456,268.5049516726324,49.37869586482627,40.72199901671656,16.871907037906155,40.40045253388562,8.325449511018636,40.31194629969861,6.817128137882638,39.988338596591156,2.890904550919438,40.540818874125705,6.6414670900976605,41.21543271882111,43.45253903037671,1.073762632549237
41.099669428000425,912.8697582026393,43.35716385899315,41.62718862940126,2236.3664172567965,242.7001659854916,40.710388371755336,18.55751456578353,474.88387991663217,41.1531980253535,241.6204069078276,81.61302386736499,40.907477086950564,46.603499660570456,40.38104516434608,14.347512401108176,40.4019522403681,15.108233380617106,39.74222390269448,2.95593817158948,40.03110814209392,3.699640967028444,41.18734397675311,43.238229418116894,1.0940937758258962
40.24902876451743,773.8590586065186,7.0354906251782365,41.02599965991309,773.8590586065186,36.83436706293089,40.44229544224722,10.719998603158016,416.9349567542113,41.084449846483395,247.1119304077618,42.140065472848725,40.78398019536054,21.092280181485453,40.34767445079481,7.715195786367381,40.35903192453305,7.919113275850679,39.354379572624396,0.7886269141795998,40.39211750560615,9.780997091527528,40.28431159796789,43.18472492243825,1.153864900216885
41.48781862148435,779.9061402542053,38.62633415025671,42.10183284963132,779.9061402542053,252.61226398855118,41.47373034296592,39.03911725379429,654.2102222351076,41.303550969191754,269.7107050407155,40.18049421582043,41.11522278355425,26.175156015521196,40.7157489230025,10.767521413474839,40.68661659464896,10.105547227878393,40.00878509791108,1.91191140095734,40.78505055141685,7.6553254879308,41.58826326879788,43.68213017967996,1.1413050629127253
41.28378653300382,894.0727014627112,28.98829212927443,41.79633419585939,894.0727014627112,157.1376660542441,40.952483478147656,14.20723535619914,237.4899073984693,41.62443197198297,242.25975055092164,105.77379208059291,41.20128887760018,40.14347646771247,40.72990138775556,14.028702024182362,40.63711220627801,11.369943570699725,40.029041018269545,2.506496600387647,40.95053677190046,13.457762762623329,41.39188064203783,43.57149470387208,1.146315349203104
41.27000599781513,833.4302407579486,49.19403868333644,41.76318479457274,833.4302407579486,255.03587844225933,40.57739509219859,10.488697813772092,546.6053201519826,40.79812108301324,172.79275323272003,27.63997015182344,40.428350897624405,11.861712249837284,40.345342383782686,10.137453402570355,40.345342383782686,10.173230180665275,39.182701646692465,0.6239907223373814,40.084064377370034,3.2060541837779377,41.395837457166174,43.31803968461899,1.1964414706985025
41.08654103652656,771.360540177568,41.4577498120582,41.53371406953809,771.360540177568,193.32533240102168,40.58217547923629,13.640496223048615,393.7833931088264,40.798110750130185,327.1850387340791,35.551296727152746,40.70250259834604,28.683179744627843,40.14796018927277,8.273797469373656,40.055734520408684,6.714431027100496,39.55460284506505,1.8912438999133805,39.76163206928585,1.9627580132661928,41.216429235667256,43.22249638970211,1.2057803379785694
39.86722649481949,829.8123609472798,5.772441243070246,40.9243378254096,829.8123609472798,45.79180729464778,40.18025491550999,11.295446433795965,393.0222077999089,41.015921137014224,261.0894166977573,56.56066852913784,40.747616134685224,30.42363270733373,40.26218107360212,9.815826545392373,40.22882307026492,9.07653640428956,39.57057954526053,2.094241447765452,40.279885997118704,14.9407418858548,39.906648606093675,42.88123636666013,1.240236569440199
41.33350375452017,805.7338590711893,46.68740328018761,41.877477544286,805.7338590711893,272.07179095305696,41.303085740776154,45.69426608207113,646.8936186470487,40.9306413666869,237.57175731677899,30.76219620675613,40.66881265640907,16.926556983758513,40.37888100746545,8.9831154061323,40.30156553288261,7.544691816992938,40.104009113962654,4.278534953131402,40.29217011633523,4.246548428930248,41.47286561043757,43.416323423543695,1.2314076706081702
